Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
1.030000,-0.045799,-254.208633,-0.012089,-0.009024,-0.229216,-0.203725,-0.010378,-2.292164,-254.208633,-0.227959,0.000000
1.040000,-0.027557,-254.119675,-0.012072,-0.009018,-0.229069,-0.122581,-0.006245,-2.290690,-254.119675,-0.227803,0.000000
1.050000,-0.021965,-254.164154,-0.012064,-0.009012,-0.228913,-0.097705,-0.004977,-2.289129,-254.164154,-0.227629,0.000000
1.060000,-0.027184,-254.253113,-0.012072,-0.009005,-0.228739,-0.120918,-0.006160,-2.287395,-254.253113,-0.227456,0.000000
1.070000,-0.045425,-254.208633,-0.012055,-0.008999,-0.228566,-0.202062,-0.010294,-2.285660,-254.208633,-0.227300,0.000000
1.080000,-0.054741,-254.119675,-0.012051,-0.008991,-0.228375,-0.243500,-0.012404,-2.283752,-254.119675,-0.227126,0.000000
1.090000,-0.051010,-254.208633,-0.012029,-0.008985,-0.228228,-0.226904,-0.011559,-2.282278,-254.208633,-0.226970,0.000000
1.100000,-0.058464,-254.208633,-0.012051,-0.008979,-0.228063,-0.260061,-0.013248,-2.280630,-254.208633,-0.226797,0.000000
1.110000,-0.065910,-254.164154,-0.012029,-0.008970,-0.227846,-0.293184,-0.014935,-2.278462,-254.164154,-0.226623,0.000000
1.120000,-0.055855,-254.253113,-0.012016,-0.008962,-0.227638,-0.248455,-0.012657,-2.276381,-254.253113,-0.226467,0.000000
1.130000,-0.058464,-254.208633,-0.012016,-0.008955,-0.227456,-0.260061,-0.013248,-2.274559,-254.208633,-0.226294,0.000000
1.140000,-0.065910,-254.164154,-0.011990,-0.008948,-0.227274,-0.293184,-0.014935,-2.272738,-254.164154,-0.226138,0.000000
1.150000,-0.070007,-254.119675,-0.012012,-0.008942,-0.227118,-0.311408,-0.015864,-2.271177,-254.119675,-0.225964,0.000000
1.160000,-0.056229,-254.164154,-0.012003,-0.008937,-0.226996,-0.250117,-0.012742,-2.269963,-254.164154,-0.225791,0.000000
1.170000,-0.075966,-254.208633,-0.011982,-0.008932,-0.226866,-0.337913,-0.017214,-2.268662,-254.208633,-0.225635,0.000000
1.180000,-0.090485,-254.164154,-0.011990,-0.008925,-0.226701,-0.402496,-0.020504,-2.267015,-254.164154,-0.225461,0.000000
1.190000,-0.069260,-254.208633,-0.011969,-0.008921,-0.226597,-0.308082,-0.015694,-2.265974,-254.208633,-0.225305,0.000000
1.200000,-0.078194,-254.208633,-0.011969,-0.008916,-0.226476,-0.347823,-0.017719,-2.264760,-254.208633,-0.225132,0.000000
1.210000,-0.059952,-254.208633,-0.011956,-0.008910,-0.226311,-0.266679,-0.013585,-2.263112,-254.208633,-0.224958,0.000000
1.220000,-0.012657,-254.164154,-0.011952,-0.008903,-0.226129,-0.056302,-0.002868,-2.261291,-254.164154,-0.224802,0.000000
1.230000,-0.010056,-254.164154,-0.011943,-0.008895,-0.225930,-0.044729,-0.002279,-2.259296,-254.164154,-0.224629,0.000000
1.240000,0.001488,-254.119675,-0.011930,-0.008886,-0.225704,0.006618,0.000337,-2.257042,-254.119675,-0.224455,0.000000
1.250000,0.005585,-254.164154,-0.011952,-0.008877,-0.225479,0.024842,0.001266,-2.254787,-254.164154,-0.224299,0.000000
1.260000,-0.002602,-254.164154,-0.011926,-0.008869,-0.225271,-0.011573,-0.000590,-2.252705,-254.164154,-0.224126,0.000000
1.270000,-0.000000,-254.164154,-0.011895,-0.008862,-0.225088,-0.000000,-0.000000,-2.250884,-254.164154,-0.223970,0.000000
1.280000,0.004471,-254.164154,-0.011904,-0.008855,-0.224924,0.019887,0.001013,-2.249237,-254.164154,-0.223796,0.000000
1.290000,0.010429,-254.164154,-0.011891,-0.008852,-0.224828,0.046392,0.002363,-2.248283,-254.164154,-0.223623,0.000000
1.300000,-0.003349,-254.208633,-0.011908,-0.008848,-0.224742,-0.014898,-0.000759,-2.247416,-254.208633,-0.223467,0.000000
1.310000,-0.019363,-254.164154,-0.011895,-0.008844,-0.224637,-0.086133,-0.004388,-2.246375,-254.164154,-0.223293,0.000000
1.320000,-0.017502,-254.164154,-0.011878,-0.008839,-0.224507,-0.077852,-0.003966,-2.245074,-254.164154,-0.223137,0.000000
1.330000,-0.028297,-254.164154,-0.011883,-0.008831,-0.224299,-0.125873,-0.006412,-2.242993,-254.164154,-0.222964,0.000000
1.340000,-0.031281,-254.208633,-0.011878,-0.008821,-0.224048,-0.139143,-0.007088,-2.240478,-254.208633,-0.222790,0.000000
1.350000,-0.025696,-254.253113,-0.011865,-0.008812,-0.223822,-0.114301,-0.005823,-2.238223,-254.253113,-0.222634,0.000000
1.360000,-0.018616,-254.164154,-0.011861,-0.008804,-0.223623,-0.082807,-0.004218,-2.236228,-254.164154,-0.222461,0.000000
1.370000,-0.026810,-254.208633,-0.011844,-0.008796,-0.223423,-0.119255,-0.006075,-2.234234,-254.208633,-0.222305,0.000000
1.380000,-0.017876,-254.164154,-0.011844,-0.008789,-0.223233,-0.079515,-0.004051,-2.232326,-254.164154,-0.222131,0.000000
1.390000,-0.020477,-254.208633,-0.011814,-0.008782,-0.223068,-0.091088,-0.004640,-2.230678,-254.208633,-0.221958,0.000000
1.400000,-0.021599,-254.208633,-0.011818,-0.008776,-0.222912,-0.096076,-0.004894,-2.229117,-254.208633,-0.221802,0.000000
1.410000,-0.016380,-254.164154,-0.011818,-0.008771,-0.222790,-0.072863,-0.003712,-2.227903,-254.164154,-0.221628,0.000000
1.420000,0.007446,-254.208633,-0.011809,-0.008766,-0.222669,0.033123,0.001687,-2.226689,-254.208633,-0.221472,0.000000
1.430000,0.015640,-254.208633,-0.011809,-0.008761,-0.222539,0.069571,0.003544,-2.225388,-254.208633,-0.221299,0.000000
1.440000,0.013031,-254.164154,-0.011809,-0.008756,-0.222391,0.057965,0.002953,-2.223914,-254.164154,-0.221125,0.000000
1.450000,-0.007820,-254.208633,-0.011805,-0.008749,-0.222227,-0.034786,-0.001772,-2.222266,-254.208633,-0.220969,0.000000
1.460000,-0.015640,-254.164154,-0.011792,-0.008741,-0.222018,-0.069571,-0.003544,-2.220185,-254.164154,-0.220796,0.000000
1.470000,-0.012657,-254.208633,-0.011783,-0.008732,-0.221802,-0.056302,-0.002868,-2.218016,-254.208633,-0.220640,0.000000
1.480000,0.001488,-254.119675,-0.011770,-0.008724,-0.221602,0.006618,0.000337,-2.216022,-254.119675,-0.220466,0.000000
1.490000,0.011169,-254.164154,-0.011762,-0.008718,-0.221437,0.049684,0.002531,-2.214374,-254.164154,-0.220293,0.000000
1.500000,0.000374,-254.208633,-0.011753,-0.008712,-0.221290,0.001663,0.000085,-2.212900,-254.208633,-0.220137,0.000000
1.510000,-0.005585,-254.164154,-0.011745,-0.008707,-0.221160,-0.024842,-0.001266,-2.211599,-254.164154,-0.219963,0.000000
1.520000,-0.033882,-254.253113,-0.011749,-0.008701,-0.221012,-0.150715,-0.007678,-2.210124,-254.253113,-0.219807,0.000000
1.530000,-0.042076,-254.208633,-0.011736,-0.008695,-0.220848,-0.187164,-0.009535,-2.208477,-254.208633,-0.219634,0.000000
1.540000,-0.042450,-254.164154,-0.011723,-0.008688,-0.220674,-0.188827,-0.009619,-2.206743,-254.164154,-0.219460,0.000000
1.550000,-0.041702,-254.208633,-0.011719,-0.008681,-0.220501,-0.185501,-0.009450,-2.205008,-254.208633,-0.219304,0.000000
1.560000,-0.030533,-254.164154,-0.011740,-0.008674,-0.220310,-0.135817,-0.006919,-2.203100,-254.164154,-0.219131,0.000000
1.570000,-0.018242,-254.208633,-0.011719,-0.008665,-0.220102,-0.081144,-0.004134,-2.201019,-254.208633,-0.218974,0.000000
1.580000,-0.017876,-254.164154,-0.011701,-0.008659,-0.219928,-0.079515,-0.004051,-2.199284,-254.164154,-0.218801,0.000000
