Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
1.420000,0.037239,-354.957977,-0.008015,-0.000000,-0.000000,0.165648,0.008438,-0.000000,-354.957977,0.000520,0.000000
1.430000,0.034630,-354.957977,-0.008015,-0.000000,-0.000000,0.154041,0.007847,-0.000000,-354.957977,0.000538,0.000000
1.440000,0.017502,-355.002472,-0.008011,-0.000000,-0.000000,0.077852,0.003966,-0.000000,-355.002472,0.000555,0.000000
1.450000,0.010422,-354.957977,-0.008011,-0.000000,-0.000000,0.046358,0.002362,-0.000000,-354.957977,0.000572,0.000000
1.460000,0.018990,-355.002472,-0.008011,-0.000000,-0.000000,0.084470,0.004303,-0.000000,-355.002472,0.000590,0.000000
1.470000,0.036491,-355.002472,-0.008019,-0.000000,-0.000000,0.162322,0.008269,-0.000000,-355.002472,0.000607,0.000000
1.480000,0.047661,-355.002472,-0.008011,-0.000000,-0.000000,0.212006,0.010800,-0.000000,-355.002472,0.000624,0.000000
1.490000,0.051010,-355.002472,-0.007998,-0.000000,-0.000000,0.226904,0.011559,-0.000000,-355.002472,0.000633,0.000000
1.500000,0.047287,-354.957977,-0.008002,-0.000000,-0.000000,0.210343,0.010715,-0.000000,-354.957977,0.000650,0.000000
1.510000,0.041328,-355.046967,-0.008019,0.000000,0.000009,0.183838,0.009365,0.000087,-355.046967,0.000668,0.000000
1.520000,0.025322,-355.002472,-0.008015,0.000000,0.000009,0.112638,0.005738,0.000087,-355.002472,0.000685,0.000000
1.530000,0.027184,-355.002472,-0.008015,0.000000,0.000009,0.120918,0.006160,0.000087,-355.002472,0.000702,0.000000
1.540000,0.023460,-355.002472,-0.008011,0.000001,0.000017,0.104357,0.005316,0.000174,-355.002472,0.000720,0.000000
1.550000,0.035744,-354.957977,-0.008011,0.000001,0.000017,0.158996,0.008100,0.000174,-354.957977,0.000737,0.000000
